task_id,timestamp,agent,workflow_type,confidence,amount,vendor_id,vendor_type,risk_level,human_reviewed,ai_decision,final_decision,correct,processing_time_seconds,exception_type
T-10593,2026-05-09 07:48:54,Accounts Payable AI,po_invoice,0.9953,31289.7,V-0324,existing,low,False,approve,approve,True,26,none
T-10594,2026-05-09 08:09:06,Accounts Payable AI,po_invoice,0.9297,129958.97,V-0395,existing,medium,True,reject,reject,True,329,price_mismatch
T-10595,2026-05-09 08:13:25,Accounts Payable AI,non_po_invoice,0.959,20879.12,V-0305,existing,low,False,approve,approve,True,14,none
T-10596,2026-05-09 08:51:17,Accounts Payable AI,po_invoice,0.9668,23013.63,V-0103,existing,low,False,approve,approve,True,19,none
T-10597,2026-05-09 08:52:04,Accounts Payable AI,po_invoice,0.9599,53918.43,V-0075,existing,low,False,reject,reject,True,16,none
T-10598,2026-05-09 08:52:39,Accounts Payable AI,po_invoice,0.9809,51851.85,V-0002,existing,low,False,approve,approve,True,26,none
T-10599,2026-05-09 08:52:42,Accounts Payable AI,po_invoice,0.9309,98883.59,V-0252,existing,medium,False,approve,approve,True,17,none
T-10600,2026-05-09 09:12:54,Accounts Payable AI,po_invoice,0.9278,28852.83,V-0288,existing,low,False,approve,approve,True,12,none
T-10601,2026-05-09 09:15:06,Accounts Payable AI,po_invoice,0.9549,43604.53,V-0259,existing,low,False,approve,approve,True,13,none
T-10602,2026-05-09 09:19:09,Accounts Payable AI,non_po_invoice,0.8917,42314.51,V-0227,existing,low,True,approve,approve,True,319,none
T-10603,2026-05-09 09:24:15,Accounts Payable AI,standard_invoice,0.9711,32545.15,V-0179,existing,low,False,approve,approve,True,29,none
T-10604,2026-05-09 09:31:16,Accounts Payable AI,standard_invoice,0.9735,7634.88,V-0381,existing,low,False,approve,approve,True,34,none
T-10605,2026-05-09 09:44:15,Accounts Payable AI,po_invoice,0.9799,17510.3,V-0196,existing,low,False,approve,approve,True,18,none
T-10606,2026-05-09 09:52:58,Accounts Payable AI,po_invoice,0.9302,26223.36,V-0277,existing,low,False,reject,reject,True,64,missing_po
T-10607,2026-05-09 09:56:28,Accounts Payable AI,standard_invoice,0.9532,14028.09,V-0187,existing,low,False,approve,approve,True,40,none
T-10608,2026-05-09 09:57:15,Accounts Payable AI,standard_invoice,0.9744,89171.42,NV-0106,new,medium,False,approve,approve,True,33,none
T-10609,2026-05-09 10:10:53,Accounts Payable AI,po_invoice,0.9695,30515.34,V-0172,existing,low,False,approve,approve,True,18,none
T-10610,2026-05-09 10:26:01,Accounts Payable AI,po_invoice,0.9372,9844.01,NV-0032,new,medium,True,approve,approve,True,304,none
T-10611,2026-05-09 10:59:25,Accounts Payable AI,standard_invoice,0.9344,21296.19,V-0184,existing,low,False,approve,approve,True,33,none
T-10612,2026-05-09 11:15:52,Accounts Payable AI,standard_invoice,0.938,26121.27,V-0235,existing,medium,False,approve,approve,True,49,price_mismatch
T-10613,2026-05-09 11:15:56,Accounts Payable AI,po_invoice,0.9982,11942.66,V-0213,existing,low,False,approve,approve,True,24,none
T-10614,2026-05-09 11:19:07,Accounts Payable AI,po_invoice,0.8653,6617.52,V-0303,existing,medium,True,reject,reject,True,313,price_mismatch
T-10615,2026-05-09 11:24:50,Accounts Payable AI,non_po_invoice,0.9266,64793.93,NV-0053,new,medium,True,reject,reject,True,248,none
T-10616,2026-05-09 12:06:31,Accounts Payable AI,non_po_invoice,0.919,76502.55,V-0373,existing,medium,True,reject,reject,True,220,duplicate_invoice
T-10617,2026-05-09 12:14:43,Accounts Payable AI,po_invoice,0.9466,53908.75,V-0185,existing,low,False,approve,approve,True,24,none
T-10618,2026-05-09 12:21:23,Accounts Payable AI,standard_invoice,0.9375,4849.58,V-0093,existing,medium,True,approve,approve,True,407,contract_mismatch
T-10619,2026-05-09 12:27:21,Accounts Payable AI,po_invoice,0.8831,26802.63,V-0338,existing,low,True,reject,reject,True,466,none
T-10620,2026-05-09 12:28:31,Accounts Payable AI,standard_invoice,0.9432,30325.37,V-0143,existing,low,False,approve,approve,True,29,none
T-10621,2026-05-09 12:38:40,Accounts Payable AI,standard_invoice,0.9594,52914.63,V-0117,existing,low,False,approve,approve,True,44,none
T-10622,2026-05-09 12:40:50,Accounts Payable AI,po_invoice,0.9631,35689.09,V-0093,existing,low,False,approve,approve,True,14,none
T-10623,2026-05-09 12:45:57,Accounts Payable AI,po_invoice,0.9243,27180.42,V-0349,existing,medium,False,approve,approve,True,45,price_mismatch
T-10624,2026-05-09 12:51:52,Accounts Payable AI,po_invoice,0.9214,31521.18,V-0169,existing,low,False,approve,approve,True,16,none
T-10625,2026-05-09 12:59:31,Accounts Payable AI,non_po_invoice,0.9728,22416.14,V-0231,existing,low,False,approve,approve,True,20,none
T-10626,2026-05-09 13:02:53,Accounts Payable AI,standard_invoice,0.9247,66578.1,V-0398,existing,low,False,approve,approve,True,40,none
T-10627,2026-05-09 13:06:12,Accounts Payable AI,standard_invoice,0.8973,14361.27,V-0031,existing,low,True,approve,approve,True,217,none
T-10628,2026-05-09 13:08:51,Accounts Payable AI,po_invoice,0.9032,192081.44,V-0037,existing,high,True,approve,approve,True,428,none
T-10629,2026-05-09 13:22:11,Accounts Payable AI,po_invoice,0.9632,25009.06,V-0267,existing,low,False,approve,approve,True,22,none
T-10630,2026-05-09 13:35:00,Accounts Payable AI,po_invoice,0.9733,12548.24,V-0335,existing,low,False,approve,approve,True,23,none
T-10631,2026-05-09 13:40:01,Accounts Payable AI,po_invoice,0.9418,58364.6,V-0221,existing,low,True,approve,approve,True,260,missing_approval
T-10632,2026-05-09 13:53:14,Accounts Payable AI,standard_invoice,0.9931,54874.48,V-0267,existing,low,False,approve,approve,True,19,none
T-10633,2026-05-09 14:44:14,Accounts Payable AI,po_invoice,0.9498,20499.01,V-0394,existing,medium,True,reject,reject,True,175,duplicate_invoice
T-10634,2026-05-09 14:50:27,Accounts Payable AI,po_invoice,0.9805,21651.79,V-0273,existing,low,False,approve,approve,True,20,none
T-10635,2026-05-09 14:55:49,Accounts Payable AI,po_invoice,0.9469,46669.58,V-0383,existing,low,False,approve,approve,True,23,none
T-10636,2026-05-09 15:02:10,Accounts Payable AI,standard_invoice,0.8868,83434.91,V-0346,existing,medium,True,approve,approve,True,499,missing_approval
T-10637,2026-05-09 15:11:50,Accounts Payable AI,po_invoice,0.9712,40091.31,V-0384,existing,low,False,approve,approve,True,13,none
T-10638,2026-05-09 15:16:03,Accounts Payable AI,po_invoice,0.9837,22085.66,V-0124,existing,low,False,approve,approve,True,20,none
T-10639,2026-05-09 15:36:05,Accounts Payable AI,standard_invoice,0.9847,18927.34,V-0076,existing,low,False,approve,approve,True,25,none
T-10640,2026-05-09 15:39:50,Accounts Payable AI,non_po_invoice,0.9081,57980.74,V-0330,existing,low,False,approve,approve,True,18,none
T-10641,2026-05-09 15:44:52,Accounts Payable AI,po_invoice,0.9026,9062.06,V-0017,existing,low,False,approve,approve,True,40,none
T-10642,2026-05-09 15:48:54,Accounts Payable AI,non_po_invoice,0.9165,7835.38,V-0236,existing,low,False,reject,reject,True,20,none
T-10643,2026-05-09 16:03:17,Accounts Payable AI,po_invoice,0.9368,42159.37,V-0313,existing,low,True,approve,approve,True,236,missing_approval
T-10644,2026-05-09 16:09:32,Accounts Payable AI,standard_invoice,0.9189,120709.79,V-0107,existing,medium,True,approve,approve,True,465,none
T-10645,2026-05-09 16:14:29,Accounts Payable AI,po_invoice,0.9458,15937.34,V-0352,existing,low,False,approve,approve,True,11,none
T-10646,2026-05-09 16:21:28,Accounts Payable AI,non_po_invoice,0.944,14475.07,V-0333,existing,low,False,approve,approve,True,48,none
T-10647,2026-05-09 16:53:45,Accounts Payable AI,po_invoice,0.9519,343862.67,NV-0067,new,high,True,reject,reject,True,134,none
T-10648,2026-05-09 16:56:28,Accounts Payable AI,standard_invoice,0.9073,50004.93,V-0121,existing,medium,True,approve,approve,True,381,contract_mismatch
T-10649,2026-05-09 17:00:11,Accounts Payable AI,po_invoice,0.9309,12049.54,NV-0020,new,medium,True,approve,approve,True,209,none
T-10650,2026-05-09 17:01:06,Accounts Payable AI,standard_invoice,0.9386,21112.34,V-0340,existing,low,False,approve,approve,True,50,none
T-10651,2026-05-09 17:13:03,Accounts Payable AI,po_invoice,0.9059,38645.21,NV-0050,new,medium,True,approve,approve,True,446,none
T-10652,2026-05-09 17:18:37,Accounts Payable AI,standard_invoice,0.9002,24855.43,V-0032,existing,medium,True,approve,approve,True,264,contract_mismatch
T-10653,2026-05-09 17:40:30,Accounts Payable AI,standard_invoice,0.9739,13279.08,V-0186,existing,low,False,approve,approve,True,17,none
T-10654,2026-05-09 17:51:07,Accounts Payable AI,standard_invoice,0.9785,16081.2,V-0186,existing,low,False,approve,approve,True,38,none
T-10655,2026-05-09 17:55:11,Accounts Payable AI,po_invoice,0.9924,35844.2,V-0134,existing,low,False,approve,approve,True,17,none
T-10656,2026-05-09 17:55:48,Accounts Payable AI,po_invoice,0.9296,23678.6,NV-0141,new,medium,True,approve,approve,True,413,missing_po
T-10657,2026-05-09 18:04:27,Accounts Payable AI,po_invoice,0.9638,58730.18,V-0164,existing,low,False,approve,approve,True,8,none
T-10658,2026-05-09 18:11:14,Accounts Payable AI,standard_invoice,0.982,42394.43,V-0246,existing,low,False,approve,approve,True,9,none
T-10659,2026-05-09 18:11:34,Accounts Payable AI,po_invoice,0.9828,12327.11,V-0338,existing,low,False,approve,approve,True,21,none
T-10660,2026-05-09 18:50:25,Accounts Payable AI,po_invoice,0.8561,11701.25,V-0122,existing,low,True,approve,approve,True,134,none
T-10661,2026-05-09 19:10:41,Accounts Payable AI,po_invoice,0.9622,38162.38,V-0267,existing,low,False,approve,approve,True,28,none
T-10662,2026-05-09 19:15:29,Accounts Payable AI,non_po_invoice,0.937,38298.79,NV-0100,new,medium,True,approve,approve,True,379,none
T-10663,2026-05-09 19:19:02,Accounts Payable AI,po_invoice,0.9607,33960.11,V-0017,existing,low,False,approve,approve,True,24,none
T-10664,2026-05-09 19:23:07,Accounts Payable AI,standard_invoice,0.9929,15631.19,V-0275,existing,low,False,approve,approve,True,29,none
T-10665,2026-05-09 19:25:15,Accounts Payable AI,standard_invoice,0.9148,21875.45,V-0043,existing,low,False,approve,approve,True,34,none
T-10666,2026-05-09 19:26:34,Accounts Payable AI,standard_invoice,0.9519,20763.87,V-0243,existing,low,False,approve,approve,True,38,none
T-10667,2026-05-09 19:45:17,Accounts Payable AI,po_invoice,0.9654,9383.56,V-0114,existing,low,False,approve,approve,True,33,none
T-10668,2026-05-09 19:54:01,Accounts Payable AI,po_invoice,0.8696,12832.95,V-0208,existing,medium,True,approve,approve,True,393,contract_mismatch
T-10669,2026-05-09 19:56:14,Accounts Payable AI,standard_invoice,0.9804,47108.94,V-0062,existing,low,False,approve,approve,True,29,none
T-10670,2026-05-09 19:56:25,Accounts Payable AI,standard_invoice,0.931,10592.9,V-0209,existing,low,False,approve,approve,True,44,none
T-10671,2026-05-09 19:58:13,Accounts Payable AI,standard_invoice,0.9614,22636.39,V-0311,existing,low,False,approve,approve,True,29,none
T-10672,2026-05-09 20:01:07,Accounts Payable AI,po_invoice,0.9821,20955.47,V-0083,existing,low,False,approve,approve,True,26,none
T-10673,2026-05-09 20:16:17,Accounts Payable AI,po_invoice,0.9553,11404.07,V-0101,existing,low,False,approve,approve,True,31,none
T-10674,2026-05-09 20:41:42,Accounts Payable AI,non_po_invoice,0.8781,22408.21,V-0339,existing,low,True,approve,approve,True,381,none
T-10675,2026-05-09 21:08:41,Accounts Payable AI,non_po_invoice,0.9742,17258.43,NV-0045,new,medium,False,approve,approve,True,17,none
T-10676,2026-05-09 21:08:50,Accounts Payable AI,non_po_invoice,0.8741,10106.99,V-0387,existing,medium,True,approve,approve,True,802,price_mismatch
T-10677,2026-05-09 21:13:51,Accounts Payable AI,po_invoice,0.9339,4925.22,V-0174,existing,low,False,approve,approve,True,25,none
T-10678,2026-05-09 21:16:02,Accounts Payable AI,po_invoice,0.9133,73828.58,V-0378,existing,low,True,approve,approve,True,278,missing_approval
T-10679,2026-05-09 21:33:19,Accounts Payable AI,standard_invoice,0.9451,80170.87,NV-0090,new,medium,False,approve,approve,True,47,none
T-10680,2026-05-09 21:42:54,Accounts Payable AI,standard_invoice,0.9861,17785.61,V-0136,existing,low,False,approve,approve,True,19,none
T-10681,2026-05-09 22:01:02,Accounts Payable AI,non_po_invoice,0.9325,18806.85,V-0269,existing,low,False,approve,approve,True,21,none
T-10682,2026-05-09 22:06:37,Accounts Payable AI,standard_invoice,0.9236,35845.53,V-0208,existing,low,False,approve,approve,True,37,none
T-10683,2026-05-09 22:07:13,Accounts Payable AI,po_invoice,0.9552,13366.1,V-0337,existing,low,False,approve,approve,True,41,none
T-10684,2026-05-09 22:29:10,Accounts Payable AI,po_invoice,0.957,54464.76,V-0107,existing,low,False,approve,approve,True,17,none
T-10685,2026-05-09 22:33:18,Accounts Payable AI,standard_invoice,0.9735,18259.61,V-0175,existing,low,False,approve,approve,True,34,none
T-10686,2026-05-09 22:38:44,Accounts Payable AI,standard_invoice,0.9404,4900.73,V-0214,existing,low,False,approve,approve,True,19,none
T-10687,2026-05-09 22:54:05,Accounts Payable AI,po_invoice,0.9512,21880.96,NV-0031,new,medium,False,approve,approve,True,14,none
T-10688,2026-05-09 23:09:50,Accounts Payable AI,standard_invoice,0.9764,35380.2,V-0132,existing,low,False,approve,approve,True,28,none
T-10689,2026-05-09 23:29:41,Accounts Payable AI,standard_invoice,0.9929,34150.99,V-0374,existing,low,False,approve,approve,True,24,none
T-10690,2026-05-09 23:35:40,Accounts Payable AI,po_invoice,0.9026,32741.62,NV-0082,new,medium,True,approve,approve,True,243,none
T-10691,2026-05-09 23:46:22,Accounts Payable AI,po_invoice,0.9039,10877.26,V-0269,existing,low,False,approve,approve,True,14,none
T-10692,2026-05-09 23:55:25,Accounts Payable AI,po_invoice,0.9534,35821.95,V-0191,existing,low,False,reject,reject,True,46,missing_po
T-10693,2026-05-10 00:00:17,Accounts Payable AI,po_invoice,0.9771,24581.69,V-0139,existing,low,False,approve,approve,True,10,none
T-10694,2026-05-10 00:02:09,Accounts Payable AI,standard_invoice,0.9327,74535.84,V-0379,existing,low,False,approve,approve,True,45,none
T-10695,2026-05-10 00:08:05,Accounts Payable AI,po_invoice,0.9338,10041.32,V-0313,existing,low,False,approve,approve,True,25,none
T-10696,2026-05-10 00:08:46,Accounts Payable AI,non_po_invoice,0.9414,6933.92,V-0154,existing,medium,True,approve,approve,True,312,contract_mismatch
T-10697,2026-05-10 00:13:52,Accounts Payable AI,po_invoice,0.9648,171035.42,V-0328,existing,medium,True,approve,approve,True,260,none
T-10698,2026-05-10 00:33:46,Accounts Payable AI,po_invoice,0.9539,41945.36,V-0202,existing,low,False,approve,approve,True,25,none
T-10699,2026-05-10 00:44:36,Accounts Payable AI,po_invoice,0.9793,146270.28,V-0202,existing,medium,True,approve,approve,True,343,none
T-10700,2026-05-10 00:46:31,Accounts Payable AI,non_po_invoice,0.8365,58420.44,NV-0062,new,medium,True,approve,approve,True,183,missing_po
T-10701,2026-05-10 00:56:50,Accounts Payable AI,po_invoice,0.9006,124233.0,V-0117,existing,medium,True,approve,approve,True,437,none
T-10702,2026-05-10 01:01:56,Accounts Payable AI,non_po_invoice,0.9218,12289.8,NV-0011,new,medium,True,approve,approve,True,642,none
T-10703,2026-05-10 01:02:31,Accounts Payable AI,po_invoice,0.9722,27939.7,V-0148,existing,low,False,approve,approve,True,26,none
T-10704,2026-05-10 01:06:49,Accounts Payable AI,po_invoice,0.9355,69944.1,V-0320,existing,low,True,approve,approve,True,329,missing_approval
T-10705,2026-05-10 01:17:42,Accounts Payable AI,po_invoice,0.9572,200752.65,V-0008,existing,high,True,approve,approve,True,222,none
T-10706,2026-05-10 01:20:42,Accounts Payable AI,po_invoice,0.9657,15983.38,V-0118,existing,low,False,approve,approve,True,34,none
T-10707,2026-05-10 01:23:36,Accounts Payable AI,po_invoice,0.9372,23728.42,V-0224,existing,low,False,approve,approve,True,37,none
T-10708,2026-05-10 01:41:10,Accounts Payable AI,standard_invoice,0.9477,18901.22,V-0201,existing,low,False,approve,approve,True,19,none
T-10709,2026-05-10 01:55:51,Accounts Payable AI,non_po_invoice,0.9622,6079.69,V-0091,existing,low,False,approve,approve,True,12,none
T-10710,2026-05-10 01:57:51,Accounts Payable AI,po_invoice,0.9645,12130.24,NV-0067,new,medium,False,approve,approve,True,50,none
T-10711,2026-05-10 02:01:54,Accounts Payable AI,po_invoice,0.9921,27982.25,V-0256,existing,low,False,approve,approve,True,19,none
T-10712,2026-05-10 02:21:35,Accounts Payable AI,po_invoice,0.9476,36539.79,V-0083,existing,low,False,approve,approve,True,24,none
T-10713,2026-05-10 02:25:04,Accounts Payable AI,po_invoice,0.9276,19783.37,V-0369,existing,medium,True,reject,reject,True,549,duplicate_invoice
T-10714,2026-05-10 02:27:40,Accounts Payable AI,po_invoice,0.9567,38494.66,NV-0107,new,medium,False,approve,approve,True,25,none
T-10715,2026-05-10 02:30:34,Accounts Payable AI,po_invoice,0.9513,14981.01,V-0022,existing,low,False,approve,approve,True,27,none
T-10716,2026-05-10 02:51:21,Accounts Payable AI,po_invoice,0.9816,75334.81,V-0380,existing,medium,False,approve,approve,True,28,none
T-10717,2026-05-10 03:25:38,Accounts Payable AI,standard_invoice,0.962,59834.51,V-0379,existing,low,False,approve,approve,True,16,none
T-10718,2026-05-10 03:36:17,Accounts Payable AI,standard_invoice,0.929,15012.94,V-0025,existing,low,True,approve,approve,True,213,missing_approval
T-10719,2026-05-10 03:52:41,Accounts Payable AI,po_invoice,0.9523,25524.7,V-0209,existing,low,False,approve,approve,True,25,none
T-10720,2026-05-10 04:03:21,Accounts Payable AI,non_po_invoice,0.9529,24548.1,V-0226,existing,low,False,approve,approve,True,12,none
T-10721,2026-05-10 04:04:42,Accounts Payable AI,non_po_invoice,0.9676,14986.67,V-0039,existing,low,False,approve,approve,True,15,none
T-10722,2026-05-10 04:17:01,Accounts Payable AI,po_invoice,0.9453,11211.1,V-0123,existing,low,False,approve,approve,True,8,none
T-10723,2026-05-10 05:18:08,Accounts Payable AI,standard_invoice,0.9616,10863.01,V-0218,existing,low,False,approve,approve,True,32,none
T-10724,2026-05-10 05:38:07,Accounts Payable AI,po_invoice,0.9486,7963.09,V-0085,existing,low,False,approve,approve,True,12,none
T-10725,2026-05-10 05:42:51,Accounts Payable AI,po_invoice,0.9731,37907.01,V-0324,existing,medium,False,approve,approve,True,55,price_mismatch
T-10726,2026-05-10 05:59:42,Accounts Payable AI,po_invoice,0.953,47215.22,V-0285,existing,medium,True,approve,approve,True,222,contract_mismatch
T-10727,2026-05-10 06:00:00,Accounts Payable AI,standard_invoice,0.9335,20639.35,V-0134,existing,low,False,approve,approve,True,42,none
T-10728,2026-05-10 06:03:09,Accounts Payable AI,standard_invoice,0.8672,13493.08,V-0400,existing,low,True,approve,approve,True,330,none
T-10729,2026-05-10 06:07:56,Accounts Payable AI,po_invoice,0.8739,24275.9,V-0310,existing,low,True,approve,approve,True,458,none
T-10730,2026-05-10 06:30:51,Accounts Payable AI,non_po_invoice,0.9527,73653.45,V-0283,existing,low,False,approve,approve,True,70,none
T-10731,2026-05-10 06:35:31,Accounts Payable AI,po_invoice,0.9606,47632.35,V-0216,existing,low,False,approve,approve,True,15,none
T-10732,2026-05-10 06:57:17,Accounts Payable AI,po_invoice,0.9666,8230.92,V-0233,existing,low,False,approve,approve,True,19,none
T-10733,2026-05-10 06:58:52,Accounts Payable AI,po_invoice,0.9609,16487.48,V-0297,existing,low,False,approve,approve,True,23,none
T-10734,2026-05-10 07:31:24,Accounts Payable AI,standard_invoice,0.915,43592.49,NV-0033,new,medium,True,approve,approve,True,283,none
T-10735,2026-05-10 07:52:25,Accounts Payable AI,non_po_invoice,0.9493,11139.78,NV-0124,new,medium,False,approve,approve,True,34,none
T-10736,2026-05-10 08:43:46,Accounts Payable AI,po_invoice,0.9553,9579.04,V-0281,existing,low,False,approve,approve,True,16,none
T-10737,2026-05-10 08:44:02,Accounts Payable AI,po_invoice,0.9794,11534.24,V-0274,existing,low,False,approve,approve,True,68,missing_po
T-10738,2026-05-10 08:45:08,Accounts Payable AI,po_invoice,0.9721,36970.04,V-0043,existing,low,False,approve,approve,True,43,none
T-10739,2026-05-10 08:53:51,Accounts Payable AI,po_invoice,0.9398,20674.1,V-0140,existing,low,False,approve,approve,True,23,none
T-10740,2026-05-10 09:05:34,Accounts Payable AI,po_invoice,0.9445,13508.43,V-0131,existing,medium,False,reject,reject,True,82,price_mismatch
T-10741,2026-05-10 09:10:54,Accounts Payable AI,non_po_invoice,0.9785,20882.39,V-0353,existing,low,False,approve,approve,True,18,none
T-10742,2026-05-10 09:31:13,Accounts Payable AI,po_invoice,0.9646,40920.91,NV-0030,new,medium,False,approve,approve,True,14,none
T-10743,2026-05-10 10:15:00,Accounts Payable AI,po_invoice,0.9465,33264.37,NV-0003,new,medium,False,approve,approve,True,42,none
T-10744,2026-05-10 10:25:23,Accounts Payable AI,standard_invoice,0.971,97700.2,V-0268,existing,medium,False,approve,approve,True,19,none
T-10745,2026-05-10 10:35:04,Accounts Payable AI,standard_invoice,0.9515,29781.36,V-0179,existing,low,False,approve,approve,True,11,none
T-10746,2026-05-10 10:40:51,Accounts Payable AI,po_invoice,0.9495,56301.56,V-0091,existing,low,False,approve,approve,True,14,none
T-10747,2026-05-10 10:45:31,Accounts Payable AI,standard_invoice,0.9929,9115.65,V-0385,existing,low,False,approve,approve,True,27,none
T-10748,2026-05-10 10:46:21,Accounts Payable AI,po_invoice,0.9307,13037.45,V-0169,existing,low,True,approve,approve,True,241,missing_approval
T-10749,2026-05-10 10:48:41,Accounts Payable AI,non_po_invoice,0.9423,28213.82,V-0106,existing,low,True,approve,approve,True,356,missing_approval
T-10750,2026-05-10 10:51:25,Accounts Payable AI,po_invoice,0.982,31217.23,V-0362,existing,low,False,approve,approve,True,26,none
T-10751,2026-05-10 10:59:37,Accounts Payable AI,standard_invoice,0.9175,38578.1,V-0352,existing,low,True,approve,approve,True,306,missing_approval
T-10752,2026-05-10 10:59:50,Accounts Payable AI,po_invoice,0.9008,19915.65,V-0085,existing,low,False,approve,approve,True,16,none
T-10753,2026-05-10 11:06:00,Accounts Payable AI,po_invoice,0.9733,61036.66,V-0120,existing,low,False,approve,approve,True,23,none
T-10754,2026-05-10 11:16:23,Accounts Payable AI,non_po_invoice,0.9765,67865.03,V-0293,existing,low,True,approve,approve,True,528,missing_approval
T-10755,2026-05-10 11:21:15,Accounts Payable AI,po_invoice,0.938,23641.59,NV-0037,new,medium,True,reject,reject,True,690,none
T-10756,2026-05-10 11:38:45,Accounts Payable AI,po_invoice,0.903,23654.41,V-0172,existing,low,True,approve,approve,True,329,missing_approval
T-10757,2026-05-10 11:43:29,Accounts Payable AI,po_invoice,0.9622,263236.13,V-0038,existing,high,True,approve,approve,True,279,missing_approval
T-10758,2026-05-10 11:57:29,Accounts Payable AI,po_invoice,0.9669,116186.87,V-0276,existing,medium,True,approve,approve,True,309,none
T-10759,2026-05-10 11:58:11,Accounts Payable AI,po_invoice,0.9281,28008.24,V-0013,existing,medium,True,reject,reject,True,254,contract_mismatch
T-10760,2026-05-10 12:04:40,Accounts Payable AI,standard_invoice,0.9604,8093.02,V-0026,existing,low,False,approve,approve,True,19,none
T-10761,2026-05-10 12:09:11,Accounts Payable AI,standard_invoice,0.9659,130257.07,V-0023,existing,medium,True,approve,approve,True,290,none
T-10762,2026-05-10 12:12:37,Accounts Payable AI,non_po_invoice,0.9267,13552.67,V-0125,existing,low,False,approve,approve,True,25,none
T-10763,2026-05-10 12:14:14,Accounts Payable AI,po_invoice,0.9855,53758.86,V-0159,existing,low,False,approve,approve,True,8,none
T-10764,2026-05-10 12:33:32,Accounts Payable AI,po_invoice,0.9265,46950.51,V-0150,existing,low,False,approve,approve,True,18,none
T-10765,2026-05-10 12:43:53,Accounts Payable AI,po_invoice,0.9411,17364.42,V-0216,existing,low,False,approve,approve,True,22,none
T-10766,2026-05-10 12:47:15,Accounts Payable AI,standard_invoice,0.9575,22330.47,NV-0009,new,medium,False,approve,approve,True,26,none
T-10767,2026-05-10 12:50:31,Accounts Payable AI,standard_invoice,0.981,9416.58,V-0139,existing,low,False,approve,approve,True,23,none
T-10768,2026-05-10 12:52:39,Accounts Payable AI,po_invoice,0.9054,38788.49,NV-0083,new,medium,True,reject,approve,False,283,none
T-10769,2026-05-10 12:55:30,Accounts Payable AI,standard_invoice,0.9479,116587.59,V-0264,existing,medium,True,approve,approve,True,192,none
T-10770,2026-05-10 12:56:15,Accounts Payable AI,po_invoice,0.9754,27897.05,V-0224,existing,low,False,approve,approve,True,22,none
T-10771,2026-05-10 12:58:43,Accounts Payable AI,standard_invoice,0.9363,43075.82,V-0285,existing,low,False,approve,approve,True,17,none
T-10772,2026-05-10 13:02:43,Accounts Payable AI,po_invoice,0.9515,17454.82,V-0291,existing,low,False,approve,approve,True,22,none
T-10773,2026-05-10 13:19:59,Accounts Payable AI,non_po_invoice,0.971,70132.36,V-0121,existing,low,False,approve,approve,True,24,none
T-10774,2026-05-10 13:37:24,Accounts Payable AI,non_po_invoice,0.9875,34952.12,V-0019,existing,low,False,approve,approve,True,17,none
T-10775,2026-05-10 13:43:14,Accounts Payable AI,po_invoice,0.9502,12329.69,NV-0082,new,medium,False,approve,approve,True,27,none
T-10776,2026-05-10 13:46:42,Accounts Payable AI,standard_invoice,0.9918,23216.7,V-0315,existing,low,False,approve,approve,True,35,none
T-10777,2026-05-10 13:48:27,Accounts Payable AI,po_invoice,0.9816,50299.32,V-0331,existing,low,False,approve,approve,True,26,none
T-10778,2026-05-10 13:49:39,Accounts Payable AI,po_invoice,0.944,15767.08,V-0139,existing,low,False,approve,approve,True,38,missing_po
T-10779,2026-05-10 13:59:20,Accounts Payable AI,standard_invoice,0.9506,29191.5,V-0337,existing,low,False,approve,approve,True,8,none
T-10780,2026-05-10 14:01:44,Accounts Payable AI,standard_invoice,0.9343,101147.13,V-0164,existing,high,True,approve,approve,True,300,contract_mismatch
T-10781,2026-05-10 14:02:33,Accounts Payable AI,po_invoice,0.9204,13084.3,V-0132,existing,low,False,approve,approve,True,24,none
T-10782,2026-05-10 14:19:21,Accounts Payable AI,po_invoice,0.9469,10766.95,NV-0120,new,medium,False,approve,approve,True,11,none
T-10783,2026-05-10 14:29:16,Accounts Payable AI,po_invoice,0.886,38772.23,NV-0117,new,medium,True,approve,approve,True,259,none
T-10784,2026-05-10 14:31:27,Accounts Payable AI,po_invoice,0.969,46154.01,V-0308,existing,low,False,approve,approve,True,30,none
T-10785,2026-05-10 14:41:00,Accounts Payable AI,po_invoice,0.9754,11433.26,V-0343,existing,low,False,approve,approve,True,22,none
T-10786,2026-05-10 14:48:49,Accounts Payable AI,non_po_invoice,0.9907,38095.32,V-0349,existing,low,False,approve,approve,True,14,none
T-10787,2026-05-10 15:41:22,Accounts Payable AI,standard_invoice,0.967,77084.28,V-0042,existing,medium,False,approve,approve,True,14,none
T-10788,2026-05-10 15:54:08,Accounts Payable AI,standard_invoice,0.9889,20323.73,V-0098,existing,low,False,approve,approve,True,19,none
T-10789,2026-05-10 15:55:00,Accounts Payable AI,po_invoice,0.9691,18982.48,V-0307,existing,low,False,approve,approve,True,12,none
T-10790,2026-05-10 16:00:19,Accounts Payable AI,po_invoice,0.9243,37849.07,V-0400,existing,low,False,reject,reject,True,28,none
T-10791,2026-05-10 16:14:07,Accounts Payable AI,po_invoice,0.9564,14101.15,V-0359,existing,low,False,approve,approve,True,16,none
T-10792,2026-05-10 16:28:01,Accounts Payable AI,po_invoice,0.9805,14133.45,V-0321,existing,low,False,approve,approve,True,38,none
